message,label
"प्रिय ग्राहक, KYC दस्तावेज़ समाप्त हो गए हैं। PAN, आधार को पुनः प्रस्तुत करें www.ekyc.fake",fake_kyc
"प्रिय असेसी, 500 रुपये प्रक्रिया शुल्क भरून 20000 रुपये चा रिफंड वेगवान करा",tax_scam
ITR रिफंड 25000 रुपये लंबित है। PAN विवरण के साथ www.itr-process.fake पर प्रक्रिया करें,tax_scam
Your parcel is held at customs. Pay Rs.500 clearance fee: www.customs-pay.fake,delivery_scam
नवीन वैशिष्ट्ये सक्रिय करण्यासाठी तुमचा इंटरनेट बँकिंग पासवर्ड आणि OTP सामायिक करा,otp_request
अभिनंदन! तुम्ही 5 लाख रुपये जिंकले आहेत. आता इथे दावा करा www.fakesite.com/claim तुमच्या तपशीलांसह,phishing
मोबाइल पर भेजे गए 6-अंकीय OTP को साझा करके लेन-देन की पुष्टि करें: XXXXXX,otp_request
You have unclaimed tax refund Rs.30000. Apply: www.unclaimed-tax.fake with Aadhaar,tax_scam
15-जन-24 को खाता XX1234 से 500 रुपये डेबिट किए गए। UPI/GPAY/9876543210। उपलब्ध शेष: 5000 रुपये,legitimate
अंतरराष्ट्रीय पार्सल रोका गया है। www.intl-customs.fake पर 800 रुपये की कस्टम शुल्क साफ़ करें,delivery_scam
8765432109 कडून 2000 रुपये प्राप्त झाले. UPI संदर्भ: 403456789012. शिल्लक: 12000 रुपये,legitimate
ITR रिफंड 25000 रुपये बाकी आहे. PAN तपशीलांसह www.itr-process.fake वर प्रक्रिया करा,tax_scam
मोबाइल रिचार्ज के लिए 750 रुपये डेबिट किए गए। नंबर: 9876543210। शेष: 9250 रुपये,legitimate
Package undeliverable. Pay storage charges Rs.500 at www.warehouse-fake.com,delivery_scam
चेतावनी: खाता 6 घंटों में स्थायी रूप से बंद हो जाएगा। रोकें: www.account-close.fake,blocking_threat
Prize delivery requires verification. Send OTP and CVV to claim,otp_request
लकी ड्रॉ: तुम्ही 7 लाख रुपये जिंकले आहेत. बक्षीस रक्कम मिळवण्यासाठी 3000 रुपये कर हस्तांतरित करा,lottery_scam
Account suspension in 48 hours due to pending KYC. Update at www.urgent-kyc.fake,fake_kyc
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
तुमचे क्रेडिट कार्ड संपले आहे. तपशील अद्ययावत करा www.updatecard.fake.com लगेच,phishing
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
तुमचे PAN कार्ड लिंक केलेले नाही. लगेच इथे क्लिक करा लिंक करण्यासाठी किंवा दंडाचा सामना करा,phishing
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
लकी विजेता चेतावणी! 10 लाख रुपये चा बक्षीस. दावा करण्यासाठी 2000 रुपये प्रक्रिया शुल्क पाठवा,lottery_scam
20-जानेवारी-24 रोजी खाते XX5678 मध्ये 1000 रुपये जमा केले. JOHN DOE कडून NEFT. शिल्लक: 15000 रुपये,legitimate
Swiggy ऑर्डर के लिए 150 रुपये डेबिट किए गए। लेन-देन सफल। शेष: 8500 रुपये,legitimate
"Dear user, your account shows suspicious activity. Verify at www.verify-account.fake",phishing
"SMS मार्फत OTP, पिन आणि CVV प्रदान करून आधार दुवा अद्ययावत करा",otp_request
"प्रिय ग्राहक, अपना लेन-देन पूरा करने के लिए OTP 123456 साझा करें। 10 मिनट के लिए मान्य",otp_request
चेतावणी: कोणी तुमच्या खात्यात प्रवेश करण्याचा प्रयत्न करत आहे. आता ते सुरक्षित करा: securebank.fake,phishing
खाते लॉक केले गेले आहे! 1 तासाच्या आत अनलॉक करण्यासाठी OTP आणि पिन सामायिक करा,otp_request
"प्रिय ग्राहक, असामान्य क्रियाकलाप आढळला. तुमचे खाते सत्यापित करा: tiny.url/scam123",phishing
Share your internet banking password and OTP to activate new features,otp_request
चेतावणी: कोणी तुमच्या खात्यात प्रवेश करण्याचा प्रयत्न करत आहे. आता ते सुरक्षित करा: securebank.fake,phishing
इस लिंक पर क्लिक करके अपना मोबाइल नंबर पुष्टि करें: bit.ly/confirm-fake या सेवा बंद हो जाएगी,phishing
18-जानेवारी-24 रोजी MG Road वरील ATM मधून 5000 रुपये काढले. उपलब्ध शिल्लक: 20000 रुपये,legitimate
18000 रुपये की कर छूट अनुमोदित। www.rebate-claim.fake पर बैंक खाता अपडेट करें,tax_scam
24 तासांच्या आत तुमचा 50000 रुपये चा विमा बोनस दावा करा www.insurance-bonus.fake,phishing
"प्रिय ग्राहक, बाकी पार्सलसाठी 120 रुपये डिलिव्हरी शुल्क भरा. COD उपलब्ध नाही",delivery_scam
असामान्य गतिविधि का पता चला। सुरक्षा के लिए खाता लॉक हो गया है। अनलॉक करें: www.security-unlock.fake,blocking_threat
You are eligible for income tax refund of Rs.35000. Claim at www.incometax-refund.fake,tax_scam
वित्तमंत्रालयाने 40000 रुपये चा कर रिफंड मंजूर केला. www.finmin-fake.gov वर प्रक्रिया करा,tax_scam
विमा प्रीमियम 2400 रुपये यशस्वीरित्या भरला. धोरण: LIC/12345678,legitimate
20-जन-24 को खाता XX5678 में 1000 रुपये जमा किए गए। JOHN DOE से NEFT। शेष: 15000 रुपये,legitimate
"To reverse unauthorized transaction, provide your debit card PIN and OTP",otp_request
धोरण उल्लंघनामुळे सेवा बंद केली गेली आहे. www.restore-service.fake वर पुनर्संचयित करा,blocking_threat
नवीन KYC नियम: www.newkyc.fake वर PAN आणि आधारसह सेल्फी अपलोड करा,fake_kyc
पैकेज डिलीवर करने में असमर्थ। www.warehouse-fake.com पर 500 रुपये की स्टोरेज शुल्क का भुगतान करें,delivery_scam
इस लिंक पर क्लिक करके अपना मोबाइल नंबर पुष्टि करें: bit.ly/confirm-fake या सेवा बंद हो जाएगी,phishing
डिलीवरी लंबित है! अमेज़ॅन पैकेज प्राप्त करने के लिए 200 रुपये शुल्क का भुगतान करें,delivery_scam
RBI मार्गदर्शकतेनुसार तुमचे बँक KYC अद्ययावत नाही. आता अद्ययावत करा: www.rbikyc.fake,fake_kyc
लकी ड्रा: आपने 7 लाख रुपये जीते हैं। पुरस्कार धन प्राप्त करने के लिए 3000 रुपये कर ट्रांसफर करें,lottery_scam
वीज बिल भुगतानासाठी 1200 रुपये डेबिट केले. व्यवहार यशस्वी,legitimate
सीमित समय की पेशकश! 10000 रुपये कैशबैक प्राप्त करें। यहां पंजीकरण करें www.freemoney.fake.com,phishing
GST रिफंड 8000 रुपये उपलब्ध है। 7 दिनों के भीतर www.gst-refund-fake.com पर दावा करें,tax_scam
You have unclaimed tax refund of Rs.25000. Apply at www.taxrefund-fake.in,phishing
International parcel held. Clear customs duty Rs.800 at www.intl-customs.fake,delivery_scam
DTDC Alert: Parcel stuck. Clear Rs.250 fee at www.dtdc-fake.com for delivery,delivery_scam
"प्रिय असेसी, 500 रुपये की प्रसंस्करण शुल्क का भुगतान करके 20000 रुपये का रिफंड तेज़ करें",tax_scam
तुमचे PAN कार्ड लिंक केलेले नाही. लगेच इथे क्लिक करा लिंक करण्यासाठी किंवा दंडाचा सामना करा,phishing
ITR refund Rs.25000 pending. Process at www.itr-process.fake with PAN details,tax_scam
UPI मार्फत दानासाठी 200 रुपये भरले. व्यवहार ID: 404567890123. धन्यवाद!,legitimate
वीज बिल भुगतानासाठी 1200 रुपये डेबिट केले. व्यवहार यशस्वी,legitimate
Your PAN card is not linked. Click here to link immediately or face penalty,phishing
RBI दिशानिर्देशों के अनुसार आपका बैंक KYC अपडेट नहीं है। अब अपडेट करें: www.rbikyc.fake,fake_kyc
रद्द ऑर्डर के लिए 3500 रुपये का रिफंड जमा किया गया। Amazon रिफंड आईडी: RF123456,legitimate
तुमचा कार्ड CVV आणि OTP प्रदान करून KYC अद्ययावत करा. 1800-XXX-FAKE ला कॉल करा,otp_request
वित्त मंत्रालय द्वारा 40000 रुपये का कर रिफंड अनुमोदित। www.finmin-fake.gov पर प्रक्रिया करें,tax_scam
बधाई हो! आपने 5 लाख रुपये जीते हैं। अब यहां दावा करें www.fakesite.com/claim अपने विवरण के साथ,phishing
"Dear assessee, expedite refund Rs.20000 by paying Rs.500 processing fee",tax_scam
डिलीवरी लंबित है! अमेज़ॅन पैकेज प्राप्त करने के लिए 200 रुपये शुल्क का भुगतान करें,delivery_scam
"आपके खाते के सत्यापन के लिए CVV, पिन और OTP की आवश्यकता है। तुरंत साझा करें",otp_request
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
आपका खाता बंद होने के लिए चिह्नित है। www.prevent-closure.fake पर सत्यापित करके रोकें,blocking_threat
"प्रिय विजेता, तुम्ही लक्झरी कार जिंकली आहे! दावा करण्यासाठी 5000 रुपये नोंदणी शुल्क भरा",lottery_scam
You have unclaimed tax refund of Rs.25000. Apply at www.taxrefund-fake.in,phishing
UPI के माध्यम से दान 200 रुपये का भुगतान किया गया। लेन-देन आईडी: 404567890123। धन्यवाद!,legitimate
धोरण उल्लंघनामुळे सेवा बंद केली गेली आहे. www.restore-service.fake वर पुनर्संचयित करा,blocking_threat
ITR रिफंड 25000 रुपये बाकी आहे. PAN तपशीलांसह www.itr-process.fake वर प्रक्रिया करा,tax_scam
01-फेब्रुवारी-24 रोजी खाते XX3456 मध्ये पगार जमा: 45000 रुपये. XYZ COMPANY LTD कडून,legitimate
तुमच्या मोबाईलवर पाठविलेला 6-अंकी OTP सामायिक करून व्यवहार पुष्टी करा: XXXXXX,otp_request
15-जानेवारी-24 रोजी खाते XX1234 मधून 500 रुपये डेबिट केले. UPI/GPAY/9876543210. उपलब्ध शिल्लक: 5000 रुपये,legitimate
मोबाईल रिचार्जसाठी 750 रुपये डेबिट केले. नंबर: 9876543210. शिल्लक: 9250 रुपये,legitimate
Your KYC is pending. Update now at www.updatekyc-fake.com or account will be suspended,phishing
20-जन-24 को खाता XX5678 में 1000 रुपये जमा किए गए। JOHN DOE से NEFT। शेष: 15000 रुपये,legitimate
UPI मार्फत दानासाठी 200 रुपये भरले. व्यवहार ID: 404567890123. धन्यवाद!,legitimate
18-जानेवारी-24 रोजी MG Road वरील ATM मधून 5000 रुपये काढले. उपलब्ध शिल्लक: 20000 रुपये,legitimate
उत्पन्नकर विभाग: 22000 रुपये चा रिफंड तयार आहे. www.it-dept.fake.gov.in वर सत्यापित करा,tax_scam
तुमचा TDS रिफंड 15000 रुपये बाकी आहे. दावा करा: www.tds-refund.fake,tax_scam
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
GST रिफंड 8000 रुपये उपलब्ध आहे. 7 दिवसांच्या आत www.gst-refund-fake.com वर दावा करा,tax_scam
सत्यापन आवश्यक: तुमचा ATM पिन आणि OTP 9999988888 वर पाठवा,otp_request
Rs.200 donated to charity via UPI. Txn ID: 404567890123. Thank you!,legitimate
"प्रिय मूल्यवान ग्राहक, KYC अपडेट लंबित है। सेवाएं जारी रखने के लिए www.customer-kyc.fake पर क्लिक करें",fake_kyc
तुम्ही KBC लॉटरी मध्ये 5 कोटी रुपये जिंकले आहेत! तुमच्या बँक तपशीलांसह लगेच संपर्क साधा,lottery_scam
"प्रिय ग्राहक, असामान्य क्रियाकलाप आढळला. तुमचे खाते सत्यापित करा: tiny.url/scam123",phishing
Congratulations! You won Rs.25 Lakh in lucky draw. Claim at www.lottery-win.fake,lottery_scam
GST रिफंड 8000 रुपये उपलब्ध आहे. 7 दिवसांच्या आत www.gst-refund-fake.com वर दावा करा,tax_scam
लंबित KYC के कारण 48 घंटों में खाता निलंबन। यहां अपडेट करें www.urgent-kyc.fake,fake_kyc
"तुमच्या खात्याच्या सत्यापनासाठी CVV, पिन आणि OTP आवश्यक आहे. लगेच सामायिक करा",otp_request
उत्पन्नकर विभाग: 22000 रुपये चा रिफंड तयार आहे. www.it-dept.fake.gov.in वर सत्यापित करा,tax_scam
आयकर विभाग: 22000 रुपये का रिफंड तैयार है। www.it-dept.fake.gov.in पर सत्यापित करें,tax_scam
क्रेडिट कार्ड बिल 8500 रुपये चे भुगतान केले. कार्ड XX1234. बाकी निकळली,legitimate
"प्रिय ग्राहक, अनुपालन नहीं मिला। खाता अवरुद्ध। अनब्लॉक करें: www.unblock-now.fake",blocking_threat
"प्रिय करदाता, 12000 रुपये चा रिफंड मंजूर केला. www.tax-refund.fake वर बँक तपशील सत्यापित करा",tax_scam
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
Your account activity is suspicious. Will be frozen tomorrow. Verify: www.freeze-stop.fake,blocking_threat
पैकेज डिलीवर करने में असमर्थ। www.warehouse-fake.com पर 500 रुपये की स्टोरेज शुल्क का भुगतान करें,delivery_scam
अपने कार्ड CVV और OTP प्रदान करके KYC अपडेट करें। 1800-XXX-FAKE कॉल करें,otp_request
Delivery pending! Pay Rs.200 charges to receive your Amazon package,delivery_scam
उद्यापासून E-KYC अनिवार्य. दस्तऐवज सादर करा www.mandate-kyc.fake,fake_kyc
RBI मार्गदर्शकतेनुसार तुमचे बँक KYC अद्ययावत नाही. आता अद्ययावत करा: www.rbikyc.fake,fake_kyc
15-जानेवारी-24 रोजी खाते XX1234 मधून 500 रुपये डेबिट केले. UPI/GPAY/9876543210. उपलब्ध शिल्लक: 5000 रुपये,legitimate
15-जानेवारी-24 रोजी खाते XX1234 मधून 500 रुपये डेबिट केले. UPI/GPAY/9876543210. उपलब्ध शिल्लक: 5000 रुपये,legitimate
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
LUCKY WINNER ALERT! Rs.10 Lakhs prize. Send Rs.2000 processing fee to claim,lottery_scam
GST रिफंड 8000 रुपये उपलब्ध है। 7 दिनों के भीतर www.gst-refund-fake.com पर दावा करें,tax_scam
तातडीने: तुमचे बँक खाते अवरोधित केले जाईल. लगेच इथे क्लिक करा: bit.ly/fake123 सत्यापित करण्यासाठी,phishing
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
Lucky draw: You won Rs.7 Lakh. Transfer Rs.3000 tax to receive prize money,lottery_scam
वित्तमंत्रालयाने 40000 रुपये चा कर रिफंड मंजूर केला. www.finmin-fake.gov वर प्रक्रिया करा,tax_scam
तुमचा वीज बिल भुगतान अयशस्वी झाले. पुन्हा प्रयत्न करा www.billpay.fake.com कार्ड तपशीलांसह,phishing
Congratulations! Rs.50000 Amazon gift voucher won. Claim with card details,lottery_scam
Confirm your mobile number by clicking this link: bit.ly/confirm-fake or service will stop,phishing
लगेचच कृती आवश्यक! 24 तासांत खाते निलंबन. इथे अद्ययावत करा www.save-account.fake,blocking_threat
अभिनंदन! तुम्ही लकी ड्रॉ मध्ये 25 लाख रुपये जिंकले आहेत. www.lottery-win.fake वर दावा करा,lottery_scam
Rs.150 debited for Swiggy order. Txn successful. Balance: Rs.8500,legitimate
Zomato ला 899 रुपये भरले. ऑर्डर #987654. UPI मार्फत भुगतान यशस्वी,legitimate
"अपने खाते को अनब्लॉक करने के लिए, अपना CVV नंबर और कार्ड समाप्ति तिथि के साथ उत्तर दें",otp_request
"प्रिय वापरकर्ता, तुमच्या खात्यात संशयास्पद क्रियाकलाप दिसत आहे. येथे सत्यापित करा www.verify-account.fake",phishing
Unusual activity detected. Account locked for security. Unlock: www.security-unlock.fake,blocking_threat
करिअर सूचना: www.courier-fake.com वर 150 रुपये पुन्हा डिलिव्हरी शुल्क भरा,delivery_scam
"Dear user, your account shows suspicious activity. Verify at www.verify-account.fake",phishing
Confirm transaction by sharing 6-digit OTP sent to your mobile: XXXXXX,otp_request
मोबाइल रिचार्ज के लिए 750 रुपये डेबिट किए गए। नंबर: 9876543210। शेष: 9250 रुपये,legitimate
22-जानेवारी-24 रोजी तुमच्या खात्यात XX9012 मध्ये 5000 रुपये जमा केले आहेत. JANE SMITH कडून IMPS,legitimate
कार्रवाई आवश्यक: www.vkyc-fake.com पर वीडियो KYC पूरा करें या खाता फ्रीज हो जाएगा,fake_kyc
बधाई हो! आपने लकी ड्रा में 25 लाख रुपये जीते हैं। www.lottery-win.fake पर दावा करें,lottery_scam
अभिनंदन! तुम्ही लकी ड्रॉ मध्ये 25 लाख रुपये जिंकले आहेत. www.lottery-win.fake वर दावा करा,lottery_scam
आपके पास 25000 रुपये का नहीं मिला कर रिफंड है। यहां आवेदन करें www.taxrefund-fake.in,phishing
"अनधिकृत लेन-देन को उलटने के लिए, अपना डेबिट कार्ड पिन और OTP प्रदान करें",otp_request
"Dear customer, KYC documents expired. Re-submit PAN, Aadhaar at www.ekyc.fake",fake_kyc
गूगल वार्षिकोत्सव विजेता! 15 लाख रुपये चा बक्षीस. OTP आणि CVV सह ओळख पडताळा,lottery_scam
मोबाईल रिचार्जसाठी 750 रुपये डेबिट केले. नंबर: 9876543210. शिल्लक: 9250 रुपये,legitimate
DTDC Alert: Parcel stuck. Clear Rs.250 fee at www.dtdc-fake.com for delivery,delivery_scam
Share your internet banking password and OTP to activate new features,otp_request
You won Rs.5 Crore in KBC lottery! Contact immediately with your bank details,lottery_scam
"प्रिय असेसी, 500 रुपये प्रक्रिया शुल्क भरून 20000 रुपये चा रिफंड वेगवान करा",tax_scam
Rs.899 paid to Zomato. Order #987654. Payment via UPI successful,legitimate
"अनधिकृत लेन-देन को उलटने के लिए, अपना डेबिट कार्ड पिन और OTP प्रदान करें",otp_request
Your verification code is 987654. Please share this to verify your identity,otp_request
You won Rs.5 Crore in KBC lottery! Contact immediately with your bank details,lottery_scam
Final warning! Account blockage in 1 hour. Immediate verification required,blocking_threat
खाता लॉक हो गया है! 1 घंटे के भीतर अनलॉक करने के लिए OTP और पिन साझा करें,otp_request
Your PAN card is not linked. Click here to link immediately or face penalty,phishing
विमा प्रीमियम 2400 रुपये यशस्वीरित्या भरला. धोरण: LIC/12345678,legitimate
"Update Aadhaar link by providing OTP, PIN and CVV via SMS",otp_request
"SMS मार्फत OTP, पिन आणि CVV प्रदान करून आधार दुवा अद्ययावत करा",otp_request
Your account is temporarily blocked. Complete KYC at www.unblock-kyc.fake,fake_kyc
Delivery pending! Pay Rs.200 charges to receive your Amazon package,delivery_scam
आपके लिए 15000 रुपये की सरकारी सब्सिडी उपलब्ध है। आवेदन करें: www.subsidy-fake.gov.in,phishing
"Dear customer, non-compliance detected. Account blocked. Unblock: www.unblock-now.fake",blocking_threat
बधाई हो! आपने लकी ड्रा में 25 लाख रुपये जीते हैं। www.lottery-win.fake पर दावा करें,lottery_scam
गूगल वर्षगांठ विजेता! 15 लाख रुपये का पुरस्कार। OTP और CVV के साथ पहचान सत्यापित करें,lottery_scam
ब्लू डार्ट: 180 रुपये डिलिव्हरी शुल्क बाकी. www.bluedart-fake.in वर भरा,delivery_scam
"प्रिय ग्राहक, अपना लेन-देन पूरा करने के लिए OTP 123456 साझा करें। 10 मिनट के लिए मान्य",otp_request
Zomato ला 899 रुपये भरले. ऑर्डर #987654. UPI मार्फत भुगतान यशस्वी,legitimate
पॅकेज डिलिव्हर करता येत नाही. www.warehouse-fake.com वर 500 रुपये साठवण शुल्क भरा,delivery_scam
आपका खाता बंद होने के लिए चिह्नित है। www.prevent-closure.fake पर सत्यापित करके रोकें,blocking_threat
आपका PAN कार्ड लिंक नहीं है। तुरंत यहां क्लिक करें लिंक करने के लिए या जुर्माना का सामना करें,phishing
आप iPhone 15 Pro के चयनित विजेता हैं! दावा करने के लिए 500 रुपये की डिलीवरी फीस का भुगतान करें,lottery_scam
"प्रिय ग्राहक, असामान्य क्रियाकलाप आढळला. तुमचे खाते सत्यापित करा: tiny.url/scam123",phishing
UPI के माध्यम से Uber को 300 रुपये का भुगतान किया गया। ट्रिप आईडी: AB1234CD5678। भुगतान सफल,legitimate
तुमचे KYC सत्यापन अपूर्ण आहे. 24 तासांच्या आत इथे अद्ययावत करा www.kyc-update.fake,fake_kyc
लंबित KYC मुळे 48 तासांत खाते निलंबन. इथे अद्ययावत करा www.urgent-kyc.fake,fake_kyc
तुम्ही उत्पन्नकर रिफंडच्या 35000 रुपये साठी पात्र आहात. www.incometax-refund.fake वर दावा करा,tax_scam
LUCKY WINNER ALERT! Rs.10 Lakhs prize. Send Rs.2000 processing fee to claim,lottery_scam
आपका खाता अस्थायी रूप से अवरुद्ध है। www.unblock-kyc.fake पर KYC पूरा करें,fake_kyc
Rs.1000 credited to account XX5678 on 20-Jan-24. NEFT from JOHN DOE. Balance: Rs.15000,legitimate
"Your account verification requires CVV, PIN and OTP. Share immediately",otp_request
NEFT मार्फत किरायेदाराला 15000 रुपये चे भुगतान यशस्वी. संदर्भ: N12345678,legitimate
Your parcel is held at customs. Pay Rs.500 clearance fee: www.customs-pay.fake,delivery_scam
"Dear valued customer, KYC update pending. Click www.customer-kyc.fake to continue services",fake_kyc
तुमचा TDS रिफंड 15000 रुपये बाकी आहे. दावा करा: www.tds-refund.fake,tax_scam
RBI नियम: KYC अद्ययावत करा किंवा 10000 रुपये चा दंड सामना करा. www.penalty-kyc.fake ला भेट द्या,fake_kyc
Customer care calling: Please share OTP to help you with refund process,otp_request
तातडीने: तुमचे बँक खाते अवरोधित केले जाईल. लगेच इथे क्लिक करा: bit.ly/fake123 सत्यापित करण्यासाठी,phishing
Zomato ला 899 रुपये भरले. ऑर्डर #987654. UPI मार्फत भुगतान यशस्वी,legitimate
"प्रिय ग्राहक, अपना लेन-देन पूरा करने के लिए OTP 123456 साझा करें। 10 मिनट के लिए मान्य",otp_request
You have successfully paid Rs.250 to ABC Store via UPI. Txn ID: 402345678901,legitimate
तुमचे क्रेडिट कार्ड संपले आहे. तपशील अद्ययावत करा www.updatecard.fake.com लगेच,phishing
"प्रिय ग्राहक, असामान्य गतिविधि का पता चला। अपने खाते को सत्यापित करें: tiny.url/scam123",phishing
You are selected winner of iPhone 15 Pro! Pay Rs.500 delivery fee to claim,lottery_scam
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
बक्षीस वितरणासाठी सत्यापन आवश्यक आहे. दावा करण्यासाठी OTP आणि CVV पाठवा,otp_request
DTDC चेतावणी: पार्सल अडकला आहे. डिलिव्हरीसाठी www.dtdc-fake.com वर 250 रुपये शुल्क साफ करा,delivery_scam
Courier notification: Pay Rs.150 redelivery fee at www.courier-fake.com,delivery_scam
"आपके खाते के सत्यापन के लिए CVV, पिन और OTP की आवश्यकता है। तुरंत साझा करें",otp_request
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
15-जन-24 को खाता XX1234 से 500 रुपये डेबिट किए गए। UPI/GPAY/9876543210। उपलब्ध शेष: 5000 रुपये,legitimate
01-फेब्रुवारी-24 रोजी खाते XX3456 मध्ये पगार जमा: 45000 रुपये. XYZ COMPANY LTD कडून,legitimate
Salary credited: Rs.45000 in account XX3456 on 01-Feb-24. From: XYZ COMPANY LTD,legitimate
Limited time offer! Get Rs.10000 cashback. Register at www.freemoney.fake.com,phishing
Congratulations! WhatsApp lottery winner Rs.20 Lakh. Click www.whatsapp-lottery.fake,lottery_scam
You have successfully paid Rs.250 to ABC Store via UPI. Txn ID: 402345678901,legitimate
"आपके खाते के सत्यापन के लिए CVV, पिन और OTP की आवश्यकता है। तुरंत साझा करें",otp_request
आपने सफलतापूर्वक ABC स्टोर को UPI के माध्यम से 250 रुपये का भुगतान किया है। लेन-देन आईडी: 402345678901,legitimate
Rs.5000 withdrawn from ATM at MG Road on 18-Jan-24. Available balance: Rs.20000,legitimate
"आपके खाते के सत्यापन के लिए CVV, पिन और OTP की आवश्यकता है। तुरंत साझा करें",otp_request
Immediate action required! Account suspension in 24 hours. Update at www.save-account.fake,blocking_threat
खाते लॉक केले गेले आहे! 1 तासाच्या आत अनलॉक करण्यासाठी OTP आणि पिन सामायिक करा,otp_request
आपका सत्यापन कोड 987654 है। कृपया अपनी पहचान सत्यापित करने के लिए इसे साझा करें,otp_request
"Dear customer, unusual activity detected. Verify your account: tiny.url/scam123",phishing
Rent payment of Rs.15000 to landlord successful via NEFT. Ref: N12345678,legitimate
लकी विजेता चेतावनी! 10 लाख रुपये का पुरस्कार। दावा करने के लिए 2000 रुपये की प्रसंस्करण शुल्क भेजें,lottery_scam
मोबाइल रिचार्ज के लिए 750 रुपये डेबिट किए गए। नंबर: 9876543210। शेष: 9250 रुपये,legitimate
ब्लू डार्ट: 180 रुपये डिलिव्हरी शुल्क बाकी. www.bluedart-fake.in वर भरा,delivery_scam
"Dear customer, share OTP 123456 to complete your transaction. Valid for 10 minutes",otp_request
18000 रुपये ची कर सूट मंजूर केली. www.rebate-claim.fake वर बँक खाते अद्ययावत करा,tax_scam
"To unblock your account, reply with your CVV number and card expiry date",otp_request
आपने सफलतापूर्वक ABC स्टोर को UPI के माध्यम से 250 रुपये का भुगतान किया है। लेन-देन आईडी: 402345678901,legitimate
18000 रुपये ची कर सूट मंजूर केली. www.rebate-claim.fake वर बँक खाते अद्ययावत करा,tax_scam
Update KYC by providing your card CVV and OTP. Call 1800-XXX-FAKE,otp_request
"प्रिय ग्राहक, KYC दस्तऐवज संपले आहेत. PAN, आधार पुन्हा सादर करा www.ekyc.fake",fake_kyc
आपके पास 30000 रुपये का नहीं मिला कर रिफंड है। आधार के साथ आवेदन करें: www.unclaimed-tax.fake,tax_scam
URGENT: Your account will be blocked in 2 hours. Verify now: www.verify-urgent.fake,blocking_threat
Congratulations! Rs.50000 Amazon gift voucher won. Claim with card details,lottery_scam
GST refund Rs.8000 available. Claim at www.gst-refund-fake.com within 7 days,tax_scam
RBI नियम: KYC अद्ययावत करा किंवा 10000 रुपये चा दंड सामना करा. www.penalty-kyc.fake ला भेट द्या,fake_kyc
"प्रिय ग्राहक, KYC दस्तऐवज संपले आहेत. PAN, आधार पुन्हा सादर करा www.ekyc.fake",fake_kyc
तुमचा कार्ड CVV आणि OTP प्रदान करून KYC अद्ययावत करा. 1800-XXX-FAKE ला कॉल करा,otp_request
तुमच्या पॅकेज डिलिव्हरी अयशस्वी झाली. पुन्हा निर्धारित करण्यासाठी www.delivery-retry.fake वर 300 रुपये भरा,delivery_scam
UPI के माध्यम से दान 200 रुपये का भुगतान किया गया। लेन-देन आईडी: 404567890123। धन्यवाद!,legitimate
"अनधिकृत लेन-देन को उलटने के लिए, अपना डेबिट कार्ड पिन और OTP प्रदान करें",otp_request
वित्त मंत्रालय द्वारा 40000 रुपये का कर रिफंड अनुमोदित। www.finmin-fake.gov पर प्रक्रिया करें,tax_scam
धोरण उल्लंघनामुळे सेवा बंद केली गेली आहे. www.restore-service.fake वर पुनर्संचयित करा,blocking_threat
आयकर विभाग: 22000 रुपये का रिफंड तैयार है। www.it-dept.fake.gov.in पर सत्यापित करें,tax_scam
आप आयकर रिफंड के लिए 35000 रुपये के पात्र हैं। www.incometax-refund.fake पर दावा करें,tax_scam
GST रिफंड 8000 रुपये उपलब्ध है। 7 दिनों के भीतर www.gst-refund-fake.com पर दावा करें,tax_scam
आयकर विभाग: 22000 रुपये का रिफंड तैयार है। www.it-dept.fake.gov.in पर सत्यापित करें,tax_scam
Amazon Pay को 799 रुपये का भुगतान सफल हुआ। ऑर्डर आईडी: 123-4567890-1234567,legitimate
बधाई हो! आपने लकी ड्रा में 25 लाख रुपये जीते हैं। www.lottery-win.fake पर दावा करें,lottery_scam
लगेचच कृती आवश्यक! 24 तासांत खाते निलंबन. इथे अद्ययावत करा www.save-account.fake,blocking_threat
RBI दिशानिर्देशों के अनुसार आपका बैंक KYC अपडेट नहीं है। अब अपडेट करें: www.rbikyc.fake,fake_kyc
आपके पास 25000 रुपये का नहीं मिला कर रिफंड है। यहां आवेदन करें www.taxrefund-fake.in,phishing
Your account activity is suspicious. Will be frozen tomorrow. Verify: www.freeze-stop.fake,blocking_threat
धोरण उल्लंघनामुळे सेवा बंद केली गेली आहे. www.restore-service.fake वर पुनर्संचयित करा,blocking_threat
